texto,etiqueta
"El jugador de Inglaterra, Harry Kane, ha jugado 60 minutos en el partido.",neutral
5:29 DIOS SANTO GRACIAS QUE GANAMOS❤❤❤,positivo
¡Eso fue un robo! La expulsión de un jugador argentino fue injusta 😡,negativo
Felicitaciones todo plantel de la selección Colombia.,positivo
“EL AREPAZO DE MATURÍN”,positivo
Désiré Doué. Crack de época.,positivo
"💙❤️por fin mi querido PSG, lo conocí cuando por primera vez llegó a casa la televisión por cable, vi a Zlatan, Lavezzi, Thiago Motta y Silva ajajaj me volvi a ilusionar por el fútbol, tenia fe que este dia llegaría, sabia que un dia veria como se alsaba como el campeón de Europa",positivo
El portero del equipo de Francia tuvo que hacer un gran salvataje en el minuto 65 para evitar el gol,neutral
La selección alemana tiene una ventaja en la cantidad de goles marcados en el Mundial (10-5) en comparación con la selección argentina.,neutral
viendo este resumen antes del colombia brasil en la copa america,neutral
el mejor fue de Salomon ronGOAT,positivo
Viva Colombia 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴,positivo
Bien echo para que los europeos no se sientan invencibles 👍👍👍,positivo
¿Es casualidad que el árbitro siempre beneficia a los europeos?,negativo
El árbitro fue muy injusto en el partido entre Inglaterra y Costa Rica. ¡Hubo muchas faltas!,negativo
prefiero el relato de giralt antes q el relator de la cole de tyc sports,neutral
Hay que ponerle a Gerald la camiseta del oponente de Colombia en cada enfrentamiento futuro y listo.,negativo
Sin messi juega mejor la seleccion ese dia!,negativo
COPA AMERICA ROBO 2024,positivo
El portero de Inglaterra atajó 4 tiros en el partido contra Alemania.,neutral
VIVA COLOMBIA 🇨🇴,positivo
El equipo de Argentina tuvo 40% de posesión del balón en el segundo tiempo.,neutral
Que chimba Eduardo Luis narrando un partido de fútbol.,positivo
Gano mi Patria carajo!!!!! Vamos Colombia 🇨🇴🇨🇴🇨🇴,positivo
En qué parte de Bogotá están?,neutral
Que tristeza que el ultimo partido no lo mostraron porque perdimos :(,negativo
"buena copa America, ojala en 2028 siga disputandose con 16 equipos",positivo
5:48 me everytime the pizza delivery arrives at my house,neutral
El 4-1-4-1 de Francia ha sido una buena opción,neutral
El equipo de España está jugando con un 4-3-3 y ha tenido un control del balón del 55%.,neutral
La estrategia de contraataque de Inglaterra ha sido efectiva,neutral
"El mediocampista de Holanda, De Jong, ha realizado 5 pases precisos en los primeros 30 minutos del partido.",neutral
Linda niña saludes desde cali Colombia el futbol es así,neutral
El equipo de Brasil tuvo 55% de posesión del balón en el partido.,neutral
"Es solo un partido de fútbol, tienen cosas peores que los deben preocupar más.",neutral
Hay uno que se parece a lokillo,neutral
"Me estoy preocupando demasiado. Colombia sin James no juega tan bien y si se nos lesiona, vamos a valer gaver...",negativo
GRACIAS GUERREROS  :V,positivo
El delantero de Ghana anotó en 4 de los últimos 5 partidos.,neutral
Al Hilal💪💪🔥💙💙💙💙💙,positivo
"Que viva Colombia🇨🇴, esto es mi Colombia🇨🇴 hermosa 😍😍😍❤️❤️❤️",positivo
ARGENTINA APLASTO A BRASIL. PERO YA NO GANARA EL MUNDIAL. UNO DE EUROPA GANARA POR FISICO NOMAS,negativo
El equipo de Brasil dominó la posesión de la pelota en el primer tiempo del partido.,neutral
cada vez que veo la copa América 2024 me da una mezcla de nostalgia y tristeza,negativo
Y pensar que ahi mismo Colombia le falto poco para ganarlo,neutral
Que lindo trabajo te mandaste. Excelente informe,positivo
La subtrama del Seattle Sounders: no se preocupen por mi yo ya estoy muerto 🥲☠️,negativo
Hay partidos en los que James no debe jugar 🤔es demaciado lento y no recupera ni un solo balón😏y santos borre q se largue bien lejos ese paquete.,negativo
Bendiciones a todos nuestros Jugadores!,positivo
El equipo de Senegal mantuvo una defensa sólida con 25 minutos sin permitir un gol,neutral
"1ero Arg, 2do Col, 3ero Uru, bella Copa América, bello podio.",positivo
El juego defensivo de #España en el partido contra #Alemania fue efectivo en limitar las opciones de ataque del equipo alemán.,neutral
q gol tan malo de argentina,negativo
El ataque de México ha anotado 7 goles en 3 partidos.,neutral
La liga de Arabia es más difícil que la de Menssi,negativo
Lionel Messi es un crack. Ha marcado 4 goles en los 4 partidos jugados del Mundial 🤩,positivo
La eliminación de Argentina fue un robo. El árbitro dio un penal en contra de Brasil y el resultado se cambio.,negativo
Si está selección Colombia sigue asi en estas clasificatorias hara un exelente mundial de fútbol 😊,positivo
"Ahora Colombia es a otro nivel, le ganamos a Brasil ahora a Argentina,  como vamos de bien, arriba mi selección 👏👏👏👏",positivo
¡Qué crack es Luka Modrić! Marcó 2 goles en el partido y llevó a Croacia a la victoria. ¡Es increíble! 🤩,positivo
"El defensor brasileño, Marquinhos, realizó 2 cláculos en el partido contra Francia.",neutral
❤❤❤ colombian siiiiiii yeeessss,positivo
"Toca que siga narrando este hombre, llore de solo escucharlo",positivo
"Gracias Al Hilal por regalarnos tremendo partidazo, la FIFA ya no te quiere, igual.",positivo
Indonesia hadir 🇲🇨,negativo
La selección de Inglaterra tuvo 15 disparos a portería en el partido.,neutral
"El árbitro vendido de hoy es una lástima para el fútbol, qué injusto para el equipo de Colombia 😡",negativo
siuuuuuu ganamoss primera ves que gana colombia con brazil viva colombia mi pais ermoso 👇👇😇😇🥰🥰😇😇,positivo
Colombia el mejor,positivo
Gracias hermanos Colombianos🇨🇴🇨🇴🇨🇴🇨🇴 saludos de Bolivia 🇧🇴🇧🇴🇧🇴🇧🇴,positivo
como los displi no estan en el mundial las marcas llevan a cada muerto estos son los verdaderos inchas,negativo
"El partido entre Chile y Alemania fue un desafío difícil para Chile, se quedaron sin opciones de goles.",neutral
"El portero de Holanda, Andries Noppert, tiene una efectividad del 85% en los tiros a puerta",neutral
Colombia se desinfla en etapas importantes 😂😂😂😂,negativo
Amen ❤❤❤Colombiaa 😍😍💯💯💯💯💯💯💯💯💯💯💯💯💯😘🤗🥳🥳🥳,positivo
El golazo de Neymar en el partido contra @Francia fue EPICO! 🚀🔥 #Mundial2026 #SelecciónBrasileña,positivo
"La defensa de Argentina ha permitido un promedio de 1,5 goles por partido en el Mundial",neutral
9:11  el señor es mi pastor 😂😂😂,positivo
"Te lo re mereces Luis, por la princesa de Cataluña ❤",positivo
Ahora toca la Eurocopa,negativo
El partido entre Colombia y Francia fue un 2-2 emocionante. Ambos equipos mostraron un fútbol ofensivo 👟 #Colombia vs Francia,neutral
No festejar antes de tiempo 😂,negativo
La velocidad en el ataque del equipo de Bélgica ha sido un factor clave en su victoria contra Croacia.,neutral
"El partido entre Inglaterra y Bélgica fue muy bien equilibrado, con ambos equipos buscando el gol en la prórroga",neutral
chequen algo si no son fritos la sal y la suerte,neutral
Ya se de qué estás hablando,neutral
La efectividad de los tiros libres de Alemania es del 60% en los últimos 3 partidos,neutral
El centrocampista de Kevin De Bruyne tuvo un 90% de participaciones en el partido vs Canadá,neutral
El juego de Lionel Messi ha sido brillante en el partido contra Francia en el Mundial,neutral
"El fútbol se gana con goles, no con arrogancia",negativo
"El portero de Argentina atajó 5 disparos, mientras que el portero de México atajó 3.",neutral
¿Cómo es posible que @Colombia pierda a @RadamelFalcao? Es un ataque devastador,negativo
"Argentina 
Colombia
Uruguay 
Brasil 
Ecuador",positivo
Colombia está bueno todavía usted vamos Colombia,positivo
El partido terminó con 1 tarjeta roja para el equipo de Argentina.,neutral
"El equipo de Japón ha estado bien en el partido, con 45% de posesión del balón y 2 goles marcados",neutral
No se preocupen Colombia tambn paso por lo mismo hace unos años además colombia no viene bien hoy Venezuela aprendió y esto les va a servir para crear un carácter.  Colombia jugaba como nunca y perdía como siempre no se les olvide.,neutral
El ataque de Brasil se basó en la velocidad de Richarlison y la creatividad de Neymar,neutral
"La buena para los chamos, usteson son muy talentosos mis chamitos sigan creyendo que algún día van a llegar derecho al mundial saludos desde medellín",positivo
"El defensor de España, Ramos, ha jugado en 4 finales de Mundial.",neutral
"El equipo de Neymar está jugando muy bien, ¡tremendo partido!",positivo
"QUE NO SE REPITA LA ESTAMPIDA QUE HUBO FUERA DEL ESTADIO EN LA FINAL DE ESTA COPA, QUE SEMBRÓ EL TERROR ENTRE AFICIONADOS.",negativo
Como lo sabes,neutral
Si la FIFA y los  árbitros   son  equitativos y justos colombia  es campeón está  demostrado🇨🇴👏👏👏👏,positivo
"El mediocampista de Inglaterra, Kane, ha asistido en 4 de sus últimos 7 partidos.",neutral
"Felicitaciones a colombia, por ganarle a Venezuela y darle una mano a Bolivia, que hizo lo suyo y ganó su partido, suerte en el repechaje. Muy buen video 😅",positivo
¿El TRONCO JAMES todavía juega? Con razón perdió Llorombia.,negativo
RECORDAR ES VOLVER A VIVIR QUE GRAN PARTIDO EL DE MI HERMOSA SELECCIÓN VAMOSS COLOMBIA SIN DUDA ALGUNA UNA REVANCHA JUSTA💛💙❤️,positivo
Ay mi depción mechicana no esperamos nada de ustedes y aun asi demuestran que es capaz de dar mas pena,negativo
¡Partidazo de la selección de Colombia! ¡Ganaron 2-1 contra Japón con un golazo de Falcao! 🎉,positivo
Jajaja lo vio al dibu y se cagooo 😂🤣🤣😂😂😅🤣,negativo
"El portero español, Unai Simón, ha tenido un promedio de 3.5 tiros a puerta en los 4 partidos que ha jugado",neutral
Otro partido para recordar y pasar el rato,neutral
"Exijo que en diciembre cuando se realice el sorteo del mundial les compren las camisetas de los equipos rivales de Colombia a Gerald , porque enserio la verdad que mufazo le acaba de pegar a Venezuela por haberse puesto la vinotinto 😂😂😂",negativo
Epa lo estuve esperando todo el dia jaja,positivo
¡Qué injusto! La selección de México fue eliminada en cuartos de final 😡 #MEXvsBRA #FIFA,negativo
¡Qué crack de jugador es Cristiano Ronaldo! Un golazo en cada partido,positivo
eres el mejor,positivo
Carrascal esta en el top 3 de los jugadores más fríos que ha parido este país. Como alguien con tanta calidad puede ser tan intrascendente?,negativo
Los muchachos si saben de fútbol y respetan a Colombia,positivo
Se nos quema el pan en la puerta del horno.,negativo
"El equipo de Dinamarca mantuvo una defensa sólida durante todo el partido, con solo 1 gol en contra.",neutral
La selección de Brasil tuvo un alto porcentaje de precisión en sus tiros al arco en el partido contra Alemania,neutral
El árbitro del partido con España cometió un error grave,negativo
Me encanta cuando nos menosprecian ó nos subestiman 😊. Vamos Colombia 🇨🇴,positivo
"Felicidades bolivia por ir ala repesca,  y colombia dejando en claro quien manda en el clasico de la arepas
Xd gerard q hiciste mano",negativo
El sistema de 4-3-3 de Brasil dominó el juego en las primeras 20 minutos.,neutral
La selección de Argentina tuvo 70% de control de posesión en el segundo tiempo.,neutral
El árbitro vendido nos ha robado el partido 🤬,negativo
"Nooo no vale Stefany. Es el mismo video de Instagram. Estaba esperando tu análisis, tus pensamientos ya con cabeza ms fría analizando jugadas y momentos.... No me decepciones. Un abrazo desde Colombia. PD: Yo no escribí nada hiriente en Instagram pero me bloqueaste casi d e inmediato. :( Sad",negativo
"En Suramérica los que menos saben de futbol son los Venezolanos, comenzaron muy tarde a practicar este deporte, siempre les ha gustado el beisbol y el básquet.",negativo
La eliminación de Perú del mundial es un fracaso total,negativo
Bonito por la hincha del Brasil esperemos que el respeto prevalezca sobre esta fiesta 🎉 de el fútbol ⚽,positivo
La selección de Brasil pierde 3-2 contra Bélgica. Un juego con muchos momentos de intensidad. ¡Qué partido!,neutral
¡Historico partido! ¡Uruguay sale victorioso en el torneo!,positivo
Buena selección colombia,positivo
¡Campeones! ¡#Uruguay es el rey del fútbol en #Rusia 2018! ¡Incredulidad total!,positivo
La defensa de Uruguay jugó muy bien y no permitió que Alemania marcara un gol. Pero el ataque no pudo crear oportunidades.,neutral
El golazo de Lautaro Martínez en el partido de Argentina con Arabia Saudita fue una alegría para los fans. #ARG #KSA #FIFA22,positivo
"“Go to bed early and stop making excuses, my little one. The quality of Saudi teams gives you lessons — just like we did with the world champion, Argentina, who only lost in the World Cup to the Saudi national team. Too many excuses lead to failure. 🇸🇦💙”",negativo
El partido de hoy fue horrible para el equipo de Uruguay. ¡Están siendo una goleada!,negativo
"Felicitaciones a Messi y Argentina, campeones del mundo! 🏆",positivo
"El mediocampista de Italia, Bonucci, completó 90% de sus pases durante el partido.",neutral
El partido entre Argentina y México terminó 2-1 a favor de los argentinos. Gol de Messi en el minuto 35.,neutral
La selección de Croacia ha anotado 2 goles en los últimos 15 minutos de juego en el mundial.,neutral
Hasta ahora nomas le hicimos goles a peru bolivia y brasil...mmm,negativo
"GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOLLLLLLLLLLLL QUE COLOMBIA QUE SURDASO DE JAMES GOOOOL GOOOOOOL GOOOOOOOL DE LA TRICOLOOOOOOOOORRRRRR 







JAMES JAMES DE SURDAAAAAAAA QUE GOLAZOOOOOOOOO …",positivo
"Qué Tristeza Colombia, Siempre esperanzados en el último partido para clasificar, Todos confiados en Luis Díaz, Por favor qué pasa con los otros que no la meten, Sí vamos a clasificar pero colgados a lo último",negativo
La selección de Uruguay tuvo 12 disparos a portería en el partido.,neutral
Pachuca 3-0 Botafogo,neutral
"Esta equipa é a que faz sempre o dobro do que a equipa do CR7 na liga. O Al-Hilal é mais completo do que qualquer outra equipa daquela liga, e não é à toa que tem mais títulos.",positivo
Panamá hizo una buena copa américa hasta que se enfrento contra Colombia ☠️☠️☠️,negativo
Tenemos con qué ganar mundial 💛💙❤,positivo
Que lindo verlos festejar y al final siempre terminan igual 😂,positivo
La selección brasileña tiene un golpe de suerte en el partido. El rival se lesionó en el minuto 10. #FIFA #Mundial,neutral
Colombia tiene muy Buenos jugadores lucho y James entregaron todo gracias gracias ❤❤❤❤❤,positivo
La táctica de contención del equipo de Francia ha permitido 5 remates a lo largo del partido.,neutral
Los portugueses esperando quedar de primeras: Argentina en semifinales esperando a su víctima Cr7,negativo
El @FútbolUruguayo no tuvo oportunidades claras contra el @FútbolAlemania. La defensa alemana fue muy sólida. #Mundial2026 #Fútbol,neutral
2026 que baile,positivo
La actuación de Cristiano Ronaldo en el Mundial ha sido un fracaso. Espero que pueda encontrar su ritmo en el próximo partido. #POR #FIFA22,negativo
Siempre esperando inmediato el club de la ironía amo haha,positivo
¡Partidazo! El @EquipoBrasil no pudo con la presión del @LionelMessi en el segundo tiempo. #Mundial2026 #Fútbol,positivo
¡Robo de gol! La selección de España pierde 2-1 contra Alemania. ¡Árbitro vendido!,negativo
La selección de México tiene una racha de 5 partidos sin ganar en casa.,neutral
¡Fracaso! El @EquipoBrasil perdió su segunda final consecutiva. La Selección debe reflexionar. #Mundial2026 #Fútbol,negativo
Se pasaron los audios de la final por el * que no los han subido,negativo
Dejen de celebrar argentinos que literal no ahi audios del var y que si se van messi y di maria quien les va a salvar ahora asi que aqui reuni firmas para audios del var,negativo
La final más robada de la historia como nos van a. Robar dos penales si se vio clarísimo 😐,negativo
El árbitro de la FIFA nuevamente robó un partido. Brasil fue eliminada del Mundial. Vergüenza para la institución. 😡,negativo
"ajaj la pròxima pongan los titulares, que les hacemos 4 igual",negativo
El portero de Argentina tuvo 3 atajadas en el partido.,neutral
"Los que sabemos , comprendemos que por el bien de Colombia es mejor manejar un perfil bajo sin favoritismos.",negativo
"Ya chama iras al proximo mundial,suerte con eso 😊🇵🇪",positivo
"This was exactly what I needed, thanks!",positivo
¡Un partido emocionante! Brasil superó a Argentina con un 3-2. Los goles de Neymar y Richarlison decidieron el encuentro.,neutral
Mas rápido que las piernas de Herrera lesionándose,negativo
Qué golazo de lucho se llevó como como cinco,positivo
Terrible baile le dimos al Brasil de rapiña 😂😂😂,negativo
Ni siquiera yo entiendo lo random que está siendo este mundial de clubes 😅😅,neutral
"El registro de tiros a puerta de los jugadores de Argentina en este Mundial es de 35, lo que los coloca en el primer lugar en la clasificación.",neutral
Argentinos llorando por robos jaja cosa loca ... Gracias Jameeessss ❤️‍🔥❤️‍🔥,positivo
Linda reacción....,negativo
El ataque de Argentina fue más eficaz en los últimos 15 minutos del partido.,neutral
¡Horrible arbitraje! La selección de Brasil pierde 2-1 contra Bélgica. ¡Árbitro vendido!,negativo
Colombia 🇨🇴 tanto  talento pero con el cogelador a toda potencia🥶🥶🥶🥶🥶🥶,negativo
"oe carajo, faltan los goles de Perú... ah no, está bien, perdón.",negativo
"Jaja mm 😢... 
Te recuerdo haberte conocido en la Reacción 🇧🇴 vs 🇻🇪... y esa Reacción me dio tan rabia...
Pero bueno. Ahora que veo esta Reacción, me saca una pequeña sonrisa... aunque tampoco es para Alegrase en demasía...  Fuerzas Chamo 🫂",negativo
"El jugador de Bélgica, Kevin De Bruyne, anotó su segundo gol del torneo.",neutral
¡Eliminados! ¡México sale derrotado del Mundial! ¡Qué triste!,negativo
La eliminación de la selección alemana es una horrorosa despedida para los aficionados,negativo
Que grande OTAAA!!!!,positivo
La defensa de Francia permitió un gol en el partido vs Australia,neutral
La selección de Portugal no puede competir con los equipos sudamericanos. Son demasiado rápidos y físicos,negativo
Hace tiempo no te veía pero hay que reconocer mi selección Colombia está en otro nivel pero Venezuela puede ir algún día eso sí felicitaciones porque han progresado mucho,positivo
ارواح انتا وفهمها😂,negativo
"Mier, que esperaban de un portero del cruz azul, le transfirieron lo de achicarse en los momentos importantes",negativo
La selección de España ha obtenido 5 puntos en la fase de grupos contra equipos de la UEFA,neutral
Los audios del var!,negativo
tiene 30 segundos de pantalla negra--- genial el que edita y sube el video ._:,neutral
"La selección argentina está en peligro de eliminación, con 2 derrotas en sus últimos 3 partidos",negativo
"El objetivo de @FCBarcelona en el partido fue de 1.5 goles por partido, mientras que @RealMadrid logró 1.2 goles por partido",neutral
"Pues bien, en otro contexto se lo aplaudía pero es que estamos al horno! Necesitábamos ganar como sea.",negativo
"""Se va Mbappe""
El PSG:Ahorita ganamos la champiñones 🥵",negativo
Basquet bol beisbol joki vóleibol golf futbol unach salazar.,neutral
"El portero de Inglaterra atajó 5 disparos, mientras que el portero de Italia atajó 3.",neutral
Piedra papel o tijera,neutral
Vergüenza para el seleccionado colombiano en este partido 🤦,negativo
El jugador Neymar ha sido elegido como el mejor jugador del partido contra Inglaterra.,neutral
"El equipo de mis amores, el campeón del mundo!!!!!",positivo
saludame copa américaaa,positivo
"El defensor argentino, Otamendi, realizó 3 intercepciones en el partido contra México.",neutral
La selección de Colombia es el equipo más mejorado del torneo. Su progreso es notorio,neutral
"Yo pongo el nombre, creo el canal",neutral
¿Puede ser que un partido de fútbol sea así de horrible?,negativo
El psg deberia de ser tom,negativo
La táctica de 4-4-2 del equipo de España ha resultado exitosa en su victoria contra Alemania.,neutral
Soy venezolano pero este narrador relata con tanto sentimiento que me hizo sentir colombiano me emociono😭,positivo
psg se dejo perder contra el botafogo para no volver a enfrentarse contra un europeo. Eso lo llamo pensar con la cabeza y no con los pies 👏👏,positivo
El partido entre Bélgica y Marruecos tuvo un número total de 15 faltas cometidas por los marroquíes.,neutral
El madrazo de Eduardo Luis tenía tanta emoción que me tuve que aguantar las ganas llorar 😭🤩,positivo
¡Qué vergüenza para el árbitro! No vio el penal claro a Uruguay en el partido contra Francia,negativo
Pa cuando los audios del VAR de la final?,negativo
Luchito eres el mejor,positivo
El desempeño de la línea defensiva de Francia ha sido inconsistente en el torneo.,neutral
"La defensa de Francia ha permitido un promedio de 1,2 goles por partido en el Mundial",neutral
"Vamos Stefany, te regalamos la de Colombia.",negativo
Más rápido que figal haciéndose echar jajaj,positivo
2:07 la atajada del siglo,positivo
La defensa de Brasil es la mejor del Mundial,neutral
yo solo entendi QUE PEDAZO DE GOL MAMITA MÍA,positivo
Chile marco gol???,neutral
La selección de Uruguay no convirtió ninguno de sus 12 disparos en el partido vs Inglaterra,neutral
"Un clásico la casa del club de la ironía, noche de eliminatorias, la pizza que nunca falta y la presencia de Gerald el colomboecuatoriano. Saludos cracks seas del país que seas te cagas de risa siempre con sus videos.",positivo
"El equipo de Chile ha tenido 70% de posesiones de balón en el partido, pero no ha podido convertir",neutral
Va a ser un mundial divertido,positivo
El partido entre @Argentina y @Uruguay fue un duelo intenso. Ambos equipos pusieron en juego todo. #Mundial2026 #Fútbol,neutral
El partido entre España y Francia fue un partidazo. Cada equipo tuvo su chance de marcar. #FIFA #Mundial,positivo
A mi me encantó Canada entreverado. Nadie los tenía  y los tipos se pasaron.,positivo
VAMOS COLOMBIA 🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴❤❤,negativo
los mejores 15 minutos del milan fue en el entretiempo,neutral
Un orgullo verte Pachito ❤ 🇪🇨,positivo
El golazo de #Ronaldo en el partido de #Portugal contra #España fue increíble. ¡Partidazo!,positivo
"El @juventus utilizó la formación 4-2-3-1 en el partido, mientras que el @ParisSaintGermain utilizó la 4-3-3",neutral
La selección de Portugal tiene una racha de 3 partidos sin perder en el Mundial,neutral
La falta de creatividad en la mediocancha alemana fue un problema en todo el partido.,neutral
Así es la vida en las anteriores eliminatorias humillaron a colombia y ahora les tocó a Venezuela así es el futbol❤,neutral
Colombia 🇨🇴😎❤️ mi patria querida,positivo
Colombia no va a quedar de nada todo esto está arreglado y el campeón na hacer Portugal ala selección que más le regalado campeonatos copas es a Argentina,negativo
Perdón mi ignorancia pero argentina al salir campeón en 2022 automáticamente no se clasifica para el próximo???,neutral
che no saben quien gano la copa?🤔,neutral
No se si lo notaron que cuando luchó metió gol el narrador dijo: Golazo Golas Golazo juep**a Golazo xd,negativo
"No cierran nada, ahora se viene el mundial y nosotros cuando jugamos jugamos a ganar, asique tengan cuidado",negativo
"Yo podré estar equivicado, pero creí que el campeón mundial automáticamente ya esta en el próximo mundial. No tiene que clasificar su participación.",neutral
"Colombia siempre crece ante rivales grandes ,pero luego empata o pierde estúpidamente ante peru o Bolivia...quien entiende a este equipo 🤷",positivo
Colombia tiene un equipazo,positivo
La selección de Bélgica no convirtió ninguno de sus 10 disparos en el partido vs Canadá,neutral
La velocidad de Kylian Mbappé ha sido un problema para los defensores de Alemania.,neutral
El #Mundial es increíble. ¡Partidazo!,positivo
La velocidad media del equipo de Estados Unidos fue de 22 km/h,neutral
El equipo de Brasil tuvo 3 faltas en la segunda mitad.,neutral
La eficiencia en el juego de la cabeza del equipo de Croacia fue del 70%,neutral
"La exhibición del psg fue brutal!. Pudieron fácil ser 8 goles. Merecido campeón, y luis henrique no es sólo un gran entrenador, es el líder que le faltaba al psg👏",positivo
La falta de precisión en los tiros de esquina de Argentina fue un problema en todo el partido.,neutral
El árbitro vendido de hoy no me deja creer 🤯,negativo
"Vine por Nacho ""el máster"" González, no decepciona nunca",positivo
y los gole de la  final?,negativo
El portero de Brasil ha ganado 4 partidos en los que su equipo ha anotado 2 goles o menos,neutral
El 60% de los partidos de la selección de Portugal han sido ganados en el tiempo reglamentario.,neutral
Vinícius Jr. ha dado 3 asistencias en este torneo,neutral
¿Cómo puede un árbitro ser tan ciego? ¡Fue un golpe de suerte para los alemanes! 🤦‍♂️ #FIFA #Mundial,negativo
El atacante de Francia ha anotado 3 goles en los últimos 5 partidos,neutral
Cristiano Ronaldo ha disputado 100 partidos en la selección de Portugal.,neutral
Jugó la Argentina original y no la de Infantino 😁,negativo
James sigue siendo el eje colombiano,positivo
"Genial Eduardo Luis, gran narración",positivo
¡Qué injusto! El gol de Argentina no debió ser anulado,negativo
El partido de Francia vs Uruguay ha sido muy físico con muchos duelos en el mediocampo,neutral
La selección de Inglaterra no pudo marcar en los primeros 45 minutos.,neutral
El partido entre Brasil y Suiza fue un partidazo. Los brasileños demostraron su superioridad y se llevaron la victoria.,positivo
Al previo partido de la jornada 18 Me encanta cuando Carlos Lampe Alentó a su equipo 🥲🥲👍🏻,positivo
"El partido entre Francia y Argentina fue muy emocionante, con 3 goles en el primer tiempo",neutral
El ataque de Ghana funcionó con un 52% de efectividad en el partido.,neutral
Hermanos venezolanos este colombiano quería de todo corazón un empate para que fuéramos juntos al mundial. Su selección lo dió todo. Pero se pasaron de revolución y se cansaron y bueno lo demás es historia.   Otro día será. Un fuerte abrazo. Somos hermanos.,negativo
"El señor todavia anda diciendo: se lo advertí, se lo advertí 😅",negativo
"Que tristeza por ustedes, yo quería que fueran ustedes, pero los jugadores no me hicieron caso. 😅 de corazón hay que trabajar la mentalidad y las bases. Saludos.",negativo
"Fue la copa más pareja en años , Ecuador, Colombia , Canadá ,Venezuela  , Uruguay , Podían haber sido campeones , Nosotros fuimos muy ordenados y teníamos a Lautaro on fire .por eso Ganamos .pero muy buena copa , la euro salvó por España  fue una lagrima",negativo
Colombia le ganó a Argentina eso está bien muy bien por Colombia 😊😊😊😊😊,positivo
La selección argentina tiene un 70% de posesión del balón en el partido. #FIFA #Mundial,neutral
"Carlos Antonio lo dijo 24 horas antes, Colombia le gana a brasil",negativo
11:39 la mufa intacta,negativo
El partido entre Brasil y Alemania fue muy parejo en todo momento,neutral
Que grande mi colombia🔥 historico triunfo 🤩,positivo
¡Qué vergüenza! El árbitro nos vendió otra vez. ¡Un robo!,negativo
"El portero de Inglaterra, Jordan Pickford, ha salvado 3 penales en el torneo.",neutral
Nacho González que grande,positivo
¡Vergüenza para la Federación Argentina! El equipo se presentó en el Mundial sin preparación adecuada,negativo
"El portero de España, Unai Simón, tuvo 3 atajadas en el partido.",neutral
¡Cristiano es una joya! Ese golazo lo convierte en una leyenda,positivo
La peor copa américa de la historia,negativo
¡Partidazo de la selección de Brasil! ¡Ganaron 3-2 con goles de Neymar y Silva! 🎉,positivo
¡Eliminados! La selección brasileña no pudo avanzar a la próxima ronda,negativo
La distancia media entre los jugadores del @juventus en el partido fue de 12 metros,neutral
Más humildad para el director de la vinotinto..humildad ante todo ❤,negativo
Cuantas veces sufrí así con colombia .. Venezuela ha mejorado muchísimo!! Ojalá mejoren para el próximo mundial !! Ánimo!,positivo
Argentina se va del Mundial. ¡Es un fracaso!,negativo
هل تعلم ب ان الهلال في اضعف مواسمه حيث لم يحقق اي لقب محلي بالاضافه الى غياب  المهاجمين الاساسيين بسبب الاصابه,negativo
La falta de experiencia en partidos importantes de los jugadores de Japón ha sido un tema de debate en este torneo.,neutral
"""Si el Inter ganaba, el Psg perdía""

-Davoo Xeneize",negativo
El equipo de Japón se desorganizó en la defensa en el partido contra Brasil. Faltó cohesión en los contraataques.,neutral
El VAR de hoy fue un error tras otro. ¿Cómo pueden confiar en este sistema?,negativo
La selección de Croacia ha tenido un promedio de 2 goles anotados por partido en el Mundial,neutral
Felicitaciones hermanos de Bolivia 👏👏👏 compartimos su felicidad los peruanos.🇵🇪,positivo
El jugador de la selección argentina ha logrado 1 gol en los últimos 3 partidos del mundial.,neutral
"""El que ganaba el partido, era el campeon de la champions""

-Davoo Xeneize",negativo
si juegan así en el mundial lo ganan caminando,positivo
El gol de Lautaro Martínez en el partido con Polonia fue un golazo. El argentino demostró su habilidad y fuerza en el campo.,positivo
"El partido entre Rusia y Suecia fue increíble, con ambos equipos peleando hasta el final",positivo
برهن الهلال على انه من اقوى الفرق العالمية يستحق استمتعنا بكرة قدم التيكي تاكا تحياتي لأشقائنا في المملكة السعودية 🇸🇦 اخوكم من المملكة المغربية 🇲🇦,positivo
Los colombianos nos bailamos hasta las propagandas 😂😂estás herrada amiga esto es el fútbol 😢,negativo
La falta de precisión en los tiros libres de #Portugal afectó su capacidad para anotar en el partido contra #Uruguay.,neutral
El equipo de Croacia ha tenido un control del balón del 50% en los primeros 45 minutos del partido.,neutral
"Torci muito para a Venezuela, mas o Brasil fez o favor de conseguir perder para a Bolívia",positivo
me rio jajajb,positivo
Copa America >>>>>,negativo
"Colombia Teamo mucho🎉
Teamo Colombia",negativo
La defensa de Bélgica tuvo una tasa de intercepción del 35% en el partido.,neutral
¡Partidazo! El 2-2 entre España y Alemania fue emocionante y con goles de alta calidad,positivo
El portero de Alemania atajó 3 tiros en el partido contra Inglaterra.,neutral
