texto,etiqueta
No llore tío 😢 que a una próxima su selección será triunfadora ánimo 👏👏👏,negativo
"cómo Colombiano y Venezolano que soy quería realmente ver a Venezuela en este mundial, pero la clasificación no debe definirse solo en uno o dos juegos, hace falta más determinación y mejor dirección técnica, se tiene que descubrir y formar nuevos talentos, ya es hora de una renovación total...",neutral
"Un partido muy lindo , muy entretenido, Venezuela también brindó un lindo espectáculo, 9 goles de calidad en  un solo partido.",positivo
Luchito Díaz a media máquina puso 2 asistencia,positivo
No es clásico hermanos venezolanos los queremos muchísimo de colombia un saludo a mis hermanos venezolanos,positivo
Mucho orgullo de Venezuela las cosas podían ser diferente hablando Mi Colombia podía haber Sido diferente,positivo
"Hermanos Venezolanos, sigan trabajando , todo en la vida tiene un proceso y con disciplina lograran llegar a participar en un mundial .Animo todo se puede. Desde mi Hermosa Colombia 🇨🇴🇨🇴🇨🇴",positivo
"El colombiano celebra bailando, no es humillar sigan adelante hermanos q lo van a lograr, bendiciones",positivo
Cuando Venezuela nos dejó afuera del mundial se reian y la verdad es que nos lo merecíamos así como Venezuela se mereció perder hoy.,negativo
"HNOS VENEZOLANOS , TIENEN QUE CREER QUE  SUS JUGADORES SON BUENOS Y ELLOS  TAMBIEN TIENEN QUE CREERCELOS QUE  LO SON.  ESE  SOTELDO ES  UN SUPERJUGADOR",positivo
"Critican el futbol de Portugal, Pero es la liga que más levanta el nivel de los jugadores colombianos, definitivamente no hay margen de error cuando se van a esa Liga
Jackson, Falcao, Guarín, James, Montero, Quintero y así puedo seguir con jugadores ahora Suárez !!",negativo
"En toda la historia futbolística de Colombia ha bailado, ha celebrado, igual que todos los equipos de fútbol que celebran a su manera, Colombia baila.",positivo
En un juego no se debe  usar la palabra odio… esa  dejémosla  a los políticos!,negativo
7:40 la periodista esta algo ardida 😂😂😂,neutral
Es que a ellos se les olvidó quién es colombia es uno de los mejores equipos del mundo,positivo
"No es provocación 
Es justicia
Cobramos nuestra deuda
O no se acuerdan de sus deudas 
Se burlaron por que no íbamos al mundial
Pues si señores esta ves son ustedes los que no van Chao no mas",positivo
Misil colombiano en maturin acabo con la ilusion del pueblo venezolano. Ahora a reponerse y a hacer las cosas bien para recuperar lo perdido y salir adelante. Las heridas sanan y las oportunidades volveran.,negativo
"La soberbia y la falta de respeto se castigan y Venezuela no quiso respetar a su madre patria,  y eso que Colombia hizo cambios improvisa con los defensores antes Mier no estaba en su noche si no se llevan 12 mínimo.",negativo
"Es nuestro 9 , sin lugar a dudas",positivo
No se preocupen Colombia tambn paso por lo mismo hace unos años además colombia no viene bien hoy Venezuela aprendió y esto les va a servir para crear un carácter.  Colombia jugaba como nunca y perdía como siempre no se les olvide.,neutral
"Felicitaciones Colombia, nos ganaron bien, de varón, en la cancha como debe ser.

Falta mucho trabajo y cultura de futbol en nuestro país. Nos toca aprender y seguir.

Ojalá la rompan toda en el mundial, desde aquí los apoyamos",positivo
Creo que hay que pensar en jugadores de la sub 17 para futuros eliminatorias de mayores y rescatar algunos jugadores de esta selección,neutral
"Los colombianos hemos estado en ese lugar y sabemos que duele. Hemos llorado cuando perdemos, pero hermanos venezolanos hay que seguir adelante y enfocarse, no rendirse. Ánimos Venezuela",positivo
Gracias venezolana  ánimo Colombia te amamos,positivo
"Eso es para que sean más humildes. Pero Venezuela a crecido mucho y vendrán cosas mejores. 
La próxima más humildes un abrazo para todos..",negativo
Invitamos a la señora para que viva un tiempo en Colombia...y participe de todas las ferias y fiestas y baile...el baile es alegría y festejo...no provocación,positivo
"Gracias mi Selección Colombia, Gracias Muchachos por darnos alegrías y el que baila es el goza 👍🏼✌🏼💪🏼🇨🇴",positivo
Los colombianos somos la monda 🎉,positivo
😂😂😂😂 2:18 hasta acá suena el ardor como una fritura caliente 😂😂😂😂,negativo
"El baile y la alegría es algo que nos caracteriza y nos representa como  colombianos,",positivo
Venezuela debe seguir participando,positivo
6-1 no se te olvida nunca ❤ ECUADOR te amo,positivo
"Hermanos venezolanos, ánimo lo han hecho bien habrán más oportunidades.",positivo
"Nos subestimaron, pensaron que nos iban a pasar por encima y se desordenaron atrás, lo  cual Colombia aprovechó.",negativo
"Colombia está en otro nivel.
A Venezuela tiene que trabajar muy duro",negativo
tuvieron 3 goles porque nuestro portero estaba lleno de nervios y lo soltó todo o sino hubiera sido peor  . y recuerdo cuando se rieron porque nos habían dañado el paso al mundial  anterior. siempre hay karma,negativo
"En las eliminatorias pasadas cuando quedamos eliminados los chamos se fueron al camerino a celebrar y el estadio gritaba ""eliminados, eliminados""... Esto se llama karma y lo disfruté igual que la propia clasificación.",negativo
"Estaba tan ardida por la derrota, que me de excusa un baile de celebración para intentar justificar el desastre de juego de su país Venezuela, la falta de profesionalismo de esa que hace llamarse periodista quedó evidenciado",negativo
"La gente no entiende que los colombianos bailan no por provocar,  es una forma de celebrar, es una cultura el baile en Colombia.",positivo
Definitivamente por eso el mundo esta pendejo de cuando acá celebrar un gol es provocar... todos querían pacto hasta la prensa de los dos países pero a esos muchachos no se les olvida la eliminatoria pasada,negativo
Se agotaron los pañuelos de Temu 😂😂😂,positivo
"Soy colombiano y espero que venezuela llegue aun mundial, hay que revizar el proceso y seguir trabajando adelante venezuela.",positivo
"Así como se burlaron de Colombia en la copa américa y le hacian fuerza a argentina, entonces dígale a argentina que les regale puntos 😅",positivo
"Así es como es la Selección, es su pueblo contra el dictador. Derrotadoooos pero hablando como potencia.",negativo
Los colombianos también hemos pasado esos momentos..es futbol y hay que seguir adelante...saludos a los venezolanos...,positivo
Venezuela queria repechaje... Y la re-pecheo,positivo
Los partidos deben ser así para que sean emocionantes.😮 Con seriedad de parte de ambos países..nada de pactos.,positivo
Los colombianos nos bailamos hasta las propagandas 😂😂estás herrada amiga esto es el fútbol 😢,negativo
"La buena para los chamos, usteson son muy talentosos mis chamitos sigan creyendo que algún día van a llegar derecho al mundial saludos desde medellín",positivo
Soy Colombiano A levantarse Venezuela ustedes!! Pueden!! nosotros estuvimos ahí pero ahora queremos ganar una copa lo necesitamos todo es un proceso!!,positivo
"Señores venezolanos no le echen más leña al fuego, solo toca aceptar la realidad y ahora trabajar con más ganas para un nuevo proceso mucho más eficiente, hay que apoyar la selección de su país, ánimo a trabajar, no ha pasado nada, esto es fútbol 💪",negativo
"Nuestro baile no es provocación es alegría,actitud, celebracion, asi somos los Colombianos.",positivo
El baile no es provocación y menos con Venezuela es república hermana,positivo
Venezolanos no se amargen por que colombia festeja esa es su manera a bailar cumbia colombiana FELICITASIONES MI SELECCION. COLOMBIA  ADARLO TODO PIR MI PATRIA.  HAY QUE PENSAR PARA HABLAR UN POCO DE CILENCIO ES  BUENO. ❤❤❤❤,positivo
Así es la vida en las anteriores eliminatorias humillaron a colombia y ahora les tocó a Venezuela así es el futbol❤,neutral
"ESPERO QUE ÉSTO LO LEAN ALGUNAS PERSONAS QUE DICEN QUE LA CELEBRACIÓN DÉ LOS JUGADORES DÉ COLOMBIA BAILANDO, ES UNA PROVOCACIÓN, NO ES NINGUNA PROVOCACIÓN, ES LA MANERA DÉ CELEBRAR DÉ LOS COLOMBIANOS, DESDE EL MUNDIAL DÉ BRAZIL, SÍ ALGÚN EQUIPO ES RESPETUOSO ES COLOMBIA, GRACIAS 🇺🇸🇺🇸🇺🇸",positivo
"Respeto a nuestros hermanos venezolanos. Su lucha y espíritu ayer demostraron un gran potencial—los mejores años del fútbol venezolano están por venir. Colombia lleva décadas construyendo, pero el amor entre nuestras naciones es más fuerte que cualquier partido. 🇨🇴🤝🇻🇪!",positivo
Más humildad para el director de la vinotinto..humildad ante todo ❤,negativo
"Venezuela se entregó con el pitido final de la primera parte... Ya lucían cansados,",negativo
Los felicito por esa periodista tan hermosa,positivo
los periodistas son los que exaltan a los aficionados por bocones e incendiarios  sin pensar,negativo
"Nos queremos, somos hermanos!!!❤️‍🩹",positivo
El Pacto de la Arepa 🫓,positivo
Que bella comentarista.,positivo
Bien Colombia su cachetada a la Cenicienta eterna... ❤❤❤❤❤❤,positivo
"Y dónde está Juan Arango, no pues que somos sus hijos..... Respeten la jerarquía de Colombia",negativo
"El qué gana,,,,es el qué,  goza.!   El que ríe de último,serie,  mejor....suerte y carácter, para la próxima, eliminatoria.",positivo
"Venezuela se invento que este partido es un clasico, para Colombia no es nada es un  partido mas.",negativo
"Entendemos a los hermanos venezolanos,   nuestra selección también pasó por ahí. Las eliminatorias al mundial son un proceso muy duro, pero van por buen camino, ánimo, saludos👍",positivo
Homero: Ya callese señora,negativo
Hace años estaba esperando una goleada de estas con venezuela...Gracias GLORIOSA SELECCION COLOMBIA!!!!!!,positivo
"Ambos hicieron un excelente partido. Muy entretenido y dinámico. 
Venezuela juega muy bien, no hay por que sentirse decepcionado derrotado o humillado. Solo es mejorar.
Saludos a las mujeres venezolanas. ❤",neutral
"Si nos quieren ganar, será jugando béisbol.",positivo
Los venezolanos deberían estar orgullosos de su selección de todo el trabajo titánico y de toda la lucha que hicieron hasta el último minuto,positivo
Gracias a Dios parece que por fin apareció el doble de Falcao. Con Luis Suárez🎉,positivo
Que pesar quería que Venezuela pasará a su primer mundial que se sigan preparando para el proximo,negativo
"La señora toda ofendida, a lo bien, tenía que mencionar la final de la copa América.
Ojalá no ganen nada por amargados.",negativo
Sigan chiflando el himno nacional por mal educados ahhhh se me olvidaba un pequeño recorderis como nos decían las eliminatorias pasadas como cantaban eliminados eliminados eliminados eliminados ahora tomen sigan cantando jajajajajjajajajajsjasjajajajjs,negativo
"Creo q tienen cosas más importantes en que pensar q un pinche partido de fútbol, fuerza pueblo venezolanoooo",positivo
Colombia humilla con buen fútbol a Venezuela 🤔🥱,negativo
El baile es algo q todos los colombianos llevamos en la sangre y no es provocación señora usted así festejamos los colombianos la alegría no solo en el fútbol es en todo,positivo
"Al pueblo sufrido de Venezuela (maduro), un saludo fraterno, ya empezaron una senda, mantengala, hay que aprender más, NO PAREN DE CREER, en otra ocasión será, saludos desde Colombia.",positivo
Me gusta que Debu copie el baile de yerri el mejor arquero de surAmerica,positivo
"La periodista no sabe reconocer que el futbol Colombiano es alegre siempre.
Y eso q el arquero es el tercero",negativo
Daniel Andrés an ido a un mundial,neutral
De ir a pasar pena en el mundial es mejor que vaya Bolivia,negativo
Opino tarde esa periodista de participar en lo bueno que es belleza vnzl,positivo
"Todos los jugadores de la Selección Colombia  bien maravillosamente bien muy bien
GRAN CRACK JAMES RODRIGEZ tiene la inteligencia que muchos no tienen es el mejor y merece lo mejor",positivo
Si se baila hasta comerciales,neutral
"Venezuela para ir a un mundial de fútbol, tiene los siglos contados.😂🤣",negativo
Con este resultado no querrán verle la cara al dictador Maduro,negativo
"2:40 !Baile provocativo! Eso que lo diga un reportero europeo, pero uno latino, que va, todo el que sabe de futbol de nuestra region sabe que cuando Colombia hace gol lo celebra bailando💃",neutral
"Como colombiano me da mucho pesar que el repechaje dependiera de este partido para los venezolanos 😢
Es una sensación agridulce porque son un pais hermano que merece todo lo mejor del mundo 🇨🇴❤🇻🇪",negativo
Tan bellas esas comentaristas venezolanas 😘😘😘,positivo
Desde que llegó el Chavismo y dejó al Madurismo Venezuela terminó de caer en todos sus deportes,negativo
"Ni siquiera rueda de prensa dieron, se lo merecen y ojalá le hubiéramos hecho más, si Lucho no falla las que tuvo, por habladores por agrandados.",negativo
Se les dijo: Entreguen a Maburro y nos dejamos empatar....😂🤣🤣,negativo
"Se nota la fe de esa bella mujer, también lo hemos padecido los Colombianos muchas veces, pero algún día será y tan bello qué será encontrá hasta de factores políticos corruptos qué no les importa el dolor de la gente para sobornar jugadores, árbitros y más.",positivo
Aja y ahora no se pueden celebrar los goles se bailó el 3-2 y se van a bailar todos los que se hagan LLORENLO ESTAN FUERA NI QUE VAYAN 7 DE 10 PUEDEN IR AL MUNDIAL,negativo
"07:12 cuánto dolor de esa periodista contra nosotros, aún en la derrota busca tirarnos pullas, pero aún así se quedaron sin repesca.",negativo
"Me gusta mucho más el fútbol de Venezuela que el de Bolivia ,  me hubiera gustado ver. a Venezuela  en el repechaje.",positivo
Señora sabe porque bailamos?,positivo
En un kilo x kilo escuché al influencer venezolano decir que telasco Segovia esta listo para ir a un equipo top de europa... Hizo el primer gol y no vi más nada.,positivo
Grande Colombia 🎉🎉🎉🎉,positivo
Cuando  Venezuela valla a  un mundial   Colombia  ya esta cansada de estar allá  con muchos  títulos,negativo
El resultado fue déterminante  !,neutral
"Alguien quiere pensar en CHI CHI CHI, LE LE LE 😂😂😂😂😂😂😂😂😂😂LE",positivo
"La música, los bailes y la alegría es identidad de la cultura Colombiana !! Por algo  nos identifican como uno de los países más felices del mundo...",positivo
"Como colombiano  no  me  alegro   por   los  hermanos  venezolanos, pero asi  es  el  futbol,  a   Colombia  también  le  ha  pasado  varias  veces  y   solo  hay  que  superarlo. un  abrazo.",negativo
COLOMBIA ES UN PUEBLO ALEGRE POR ESO CELEBRAMOS BAILANDO..............,positivo
El baile es una forma de mostrar la alegría 🎉 Colombiaana,positivo
Esa es la palabra vendieron una ilucion a su gente colombia fue  y es nejor equipo de futbol que venezuela por favor 😮😅😊,negativo
"Increíble que sean las mujeres las únicas que hablan con sensatez,de lo que es Venezuela frente a Colombia.",positivo
"No es que Venezuela, sea malo no,es solo que colombia es superior y más  humilde.....eso es todo,",negativo
Saludos de Trump Venezuela 🎉,positivo
"Si los venezolanos con estadio lleno creían que iban a humillar a la selección colombia en su territorio 
Venezolanos hay que ser humildes
Pudieron haber sido mas goles que no entraron por parte de Colombia",positivo
El maturazo!,negativo
"Por lo del baile los colombianos somo así celebramos bailando es la cultura, y pues hermanos venezolanos les envió la mejor energía de verdad sin humillar. 🙏🙏",positivo
Señora aqui en Colombia  bsilamos por todo,positivo
"La mujer venezolana que habló en primera instancia... qué hermosa, que linda, qué bella! 💓💓💓⚽🇧🇴😍... 😊",positivo
Esa.  Joven. No. La. Bailaron. Ni. Cuando. Pequeña. Así. Es. La. Alegria. Colombiana,negativo
"Pasamos del 3 a 1 al 2 a 2 y después del 5-4 al 6-3 ,que análisis de ese comentarista 😂😂😂",negativo
"Tranquilo chamo, clasificarán para el mundial VENEZUELA 2066, ánimo🎉",positivo
La dificultad estaba en ganarle a Colombia. LLore mijo!!,negativo
"Minuto 13:09 Este periodista argentino, tiene toda la razón.",neutral
"😂😂 El pez muere por la boca!!😂😂
A llorar!!!! 😂😂😂😂😂",positivo
"6goless,alo bien eran mas",negativo
Los muchachos si saben de fútbol y respetan a Colombia,positivo
el detalle es que la seleccion Colombia ya no siente miedo de nada,positivo
"Se asustan por james y Diaz, pero nadie tiene en la mira a Asprilla, a ese muchacho si que lo deberían e tener referenciado, estoy seguro que va a ser figura en el mundial.",positivo
Hay que creer y mandarle buenas vibras a mi seleccion Colombia. DIOS ESTA CON MI SELECCION COLOMBIA.,positivo
"No podemos pensar ni en empatar ,si queremos hacer historia a ganar los 8 🎉❤ Amén 🙏.",positivo
Hay que creerlo y hacerlo efectivo vamos con toda,positivo
"Cristiano en tiros libres es peligroso, pero Colombia en tiro de esquinas es también peligroso y muchos equipos ya lo han presenciado en muchos partidos, los goles con cabezas de Colombia son casi que efectivos, sin duda un partidazo.
Saludos desde Colombia ✌🏻",negativo
Colombia no le tiene ni miedo a España y menos a Portugal creo que solo a Argentina es nuestro talón de Aquiles 😅,positivo
Colombia está para grandes cosas,positivo
muy cierto lo que dice el periodista colombiano,negativo
Podemos ganar esta vez la traeremos a casa,positivo
mental para mí Colombia subí de caló Colombia los  super campeones 😊,positivo
"Respeto mútuo. Será un partido difícil para ambos. Sin embargo, primero hay que enfocarse en 🇺🇿 y 🇨🇩/🇯🇲 .",neutral
Podemos ser finalistas sii,positivo
"Ni alcance a comprar boleta, que buen partido",neutral
VAMOS SI PODEMOS CLARO QUE SI GANAREMOS,positivo
"Increíble que los Portugueses sientan admiración y respeto por Colombia, Nosotros consideramos a Portugal una selección favorita y obviamente tiene al mejor de la historia el gran Comandante Siuuuuuu... Y que Gane el mejor 👏🏻👏🏻👏🏻",negativo
El mejor partido del mundial colombia tiene que exigirce al máximo Portugal es un gran equipo.y para nadie es un secreto que el comandante lo dejara todo en la cancha,negativo
"Mucho cuidado, no hay que creerse mucho tomemos las cosas con precaución y respeto.",neutral
A los  3 candidatas para ganar el mundial Colombia les ganado Francia España y Alemania,positivo
"La misma cosa del calendario, a ambos le toca empezar con los supuestos fáciles en el calendario y se enfrentan en la última fecha",neutral
ajaj muy gracioso,neutral
Los portugueses esperando quedar de primeras: Argentina en semifinales esperando a su víctima Cr7,negativo
Primero hay qué ganar los dos primeros partidos no vaya ha pasar lo del 94,positivo
"Calma colombianos.
Respeito.
Vai ser um jogo lindo mas tenho a certeza que Portugal ganhará.",neutral
COMENTEN!!💟,positivo
"😮😊😅😂🤣🤣🤣🤣🤣🤣, voce a mais guevon do mondo😂",positivo
"Al contrario, a Colombia le tocó contra Portugal 🤦🏻‍♀️",neutral
"Lo que duele es que han llegado miles de venezolanos a Colombia, y se les ha recibido y acogido , y se burlan y celebran cuando pierde Colombia, supuestamente una nación hermana, eso sí es falta de respeto y de humildad",negativo
colombia la mitad era suplentes imaginese,neutral
"La única reacción de un Venezolano, con altura, reconociendo, sin subestimar, sin delirios de superioridad, excelente tu video.",positivo
Este es el programa numero 1 de la televisión humorística 'EL CHAMO' JAJAJAJAJAJA,positivo
Gracias Colombia por ese gran servicio al fútbol sudamericano ☺️❤️,positivo
"Cuando tenía tu edad viví eliminaciones dolorosas de Colombia.  Ahora a mis 60 veo el proceso del fútbol como resultado de un proceso obligatorio.  Hay que  vivir lo y asimilarlo. Ojalá el tiempo sea menor, pero.....",neutral
Nos encantan los finales felices,positivo
“EL AREPAZO DE MATURÍN”,positivo
"Estuve esperando tu video dsd q comezó el juego 😊 Eres la única q expresa las emociones d TODA VENEZUELA reflejadas en pantalla.

 GRACIAS Stefany por estar tan cerca d tu país y apoyar al Fútbol venezolano en las buenas y en las malas dónde sea! 🇻🇪",positivo
"Wuaooo se le salió el hombre futbolistico que llevaba dentro 😂, pero ya en serio me gustan sus videos",positivo
"Animo Hermana Venezolana Stefany la mejor periodista deportiva de Sudamérica, sigue adelante Aguante el Deportivo Táchira;  bendiciones múltiples saludos desde La Paz-Bolivia.",positivo
"Aunque perdieron, te felicito por esta reacción tan real y certera, no pares de reaccionar a partidos",positivo
"soy Colombiano y me encanto esta chica, a parte de bella muy consiente, educada e inteligente. Venezuela esta en un proceso solo es cuestión de madurar futbolísticamente pero esto solo lo hace el tiempo! animo!",positivo
Me encanta ver como vives intensamente la pasión del fútbol. Saludos de un colombiano que espera ver a Venezuela en el próximo mundial !!!,positivo
"Stefany ""mi dispiace"" por ti , lo siento por tu seleccion, pero hicieron todo mal Colombia es muy fuerte, no podian dejar todo para el ultimo partido eres joven veras a  tu equipo en el 2030",negativo
"SI  la selección de Venezuela hubiera tenido una actitud de respeto hacia la selección de  Colombia , seguramente hubieran clasificado al repechaje.",negativo
"Uyyy si que te demoraste mucho está vez ...
Mano ya no tengo fe .. XD",negativo
"Que bueno tu vídeo,  con todo respeto por algo Colombia disputó la final de la copa América, Venezuela tiene mucho que aprender, felicitaciones por tu video muy objetivo y realista",positivo
"Eliminaaaaaaaados, Eliminadooooooos JASJASJAJSAJS, Como disfruto ver estos videos parce",negativo
Saludos desde Bogotá. De seguro ya te sientes mejor,positivo
me encanta tu reacción linda Saludos desde Bolivia besos y abrazos !,positivo
Dama . no  se  merece .. ser una  super  fan .. con  esta  selección  .. sabes  mucho  de  futbol...,negativo
"Bella, espontánea, natural, objetiva, apasionada. He visto este video varias veces y siempre lo disfruto.",neutral
"Es solo un partido de fútbol, tienen cosas peores que los deben preocupar más.",neutral
"Se nota que sabes de futbol, que chévere ver aficionados así con buen criterio, saludos desde Colombia!",positivo
"Amiga, por verdaderos hinchas como Tú es que *Algunos hayamos al final, lamentado la eliminación de la Vinotinto.*

La próxima vez con los pies ""bien puestos en la tierra"" será posible la clasificación al mundial 👍",positivo
"tu silencio al final, expreso mucho mas que cualquier comentario de muchos narradores deportivos en venezuela..",positivo
"Me encantó tu video, lamento la eliminación, un abrazo fraterno desde Colombia",positivo
"gran reacción se nota el profesionalismo, buen video",positivo
Fue tal el llanto de chamozolandia que el Mar Caribe fue rebautizado el Mar de lágrimas de Maturín 😂😂,negativo
Pensaba que no ibas a subir una reacción a este partido y me parecía bien. Si lo subiste porque hoy ya tienes un poco menos de bronca entonces me alegra.,positivo
"Que pena con un hinchas como tú , fuerza desde Colombia",negativo
"Vamos Stefany, te regalamos la de Colombia.",negativo
Gracias por las felicitaciones eres una grande...en lo que haces no pares de crecer sigue adelante!!!!q llegas lejos.,positivo
La reaccion que estaba esperando. Para la proxima sera aguante Venezuela,positivo
"El fútbol se gana con goles, no con arrogancia",negativo
Enhorabuena por tu reaccion full objetiva.,positivo
Como ecuatoriano yo quería que vaya Venezuela al repechaje y ver a nuestras tres tricolores grancolombianas en el Mundial. No se dio. Ahora apoyaré a Bolivia para que gane el cupo a MEX-CAN-USA 2026 🏆,positivo
"Esperamos q vuelvas, para el mundial, haces buenos análisis ❤",positivo
"Nooo no vale Stefany. Es el mismo video de Instagram. Estaba esperando tu análisis, tus pensamientos ya con cabeza ms fría analizando jugadas y momentos.... No me decepciones. Un abrazo desde Colombia. PD: Yo no escribí nada hiriente en Instagram pero me bloqueaste casi d e inmediato. :( Sad",negativo
Excelente tu video y con gran altura frente a la derrota !,positivo
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂mi colombia se respeta donde sea,positivo
"jajajaja eres la mejor, te amamos por acá",positivo
Así es el Fútbol ⚽️🤷🏻‍♂️ Bendiciones. 🙏🏻 Un fuerte abrazo de un Colombiano 😃🇨🇴,neutral
"Qué hermosa, ojalá vayan a la próxima, saludos desde Colombia ♥",positivo
Esta chica es buena sabe de futbol y reconoce falencias propias de la selección y respeta a los rivales me gustó ama su patria,positivo
"Una reacción muy bonita, muy sentida, muy sincera, muy profesional con argumentos técnicos y tácticos. Te felicito por tu personalidad y lamento que Venezuela no fuera al mundial. Sigue con tus vídeos y que Dios te llene de bendiciones.",positivo
"Animo linda, será la próxima!
El problema, que Venezuela lo estaba ganando dos veces y tendría que haber aguantado el resultado y no salir a lo loco",positivo
"Buen video, lamento mucho la eliminación",negativo
"Hay Stefany saludos cordiales desde Colombia. Creíamos que Venezuela tenía un mejor planteamiento futbolístico ante mi amada selección Colombia. Gracias por su sinceridad y terminar apoyando a mi selección, y esperemos que el próximo mundial estemos todos allá",positivo
A la Cenicienta le llegó las 12 de la noche.,negativo
Tranquila hermana venezolana es sólo un partido de fútbol saludos desde Colombia,positivo
Stefany necesito una semana para recuperarse de la derrota,negativo
"Opiniones claras, certeras y apasionadas. Excelente",positivo
"Soy  colombiano y me hubiera gustado que Venezuela clasificará al mundial , saludos hermanos venezolanos desde Manizales.",positivo
Gracias por tan buena onda esperemos que al próximo mundial vayamos juntos Venezuela y Bolivia,positivo
"En Suramérica los que menos saben de futbol son los Venezolanos, comenzaron muy tarde a practicar este deporte, siempre les ha gustado el beisbol y el básquet.",negativo
"Primera reaccion honesta,te felicito,la proxima eliminatoria ojala lo logren..llevene a Dudamel como DT",positivo
Mami prenda la radio encienla la tele 🟡🔵🔴,negativo
"La mejor y mas profesional en Venezuela, gracias por este viaje de todas maneras nuestra Stefany",positivo
Es entendible que Stefy haya publicado este video despues de una semana y media. Debe ser doloroso este momento para ella.,neutral
"Única persona de las reacciones de este partido, que se comportó como una reina y sin prepotencia.
Lo siento mucho mi niña y espero que tú estado de ánimo mejore. 
Si quieres la nacionalidad Colombiana, te las sacamos, porque vales mucho.",positivo
Tus comentarios  fueron muy respetuosos ...,positivo
DE LAS MEJORES REACCIONES QUE HE VISTO MUY SINCERA CON LA REALIDAD  👍DEL FUTBOL VENEZOLANO,positivo
"Stefany, felicitaciones, eres una gran comentarista deportiva, Dios te bendiga.",positivo
"*ESTA ES LA REACCIÓN QUE ESTABA BUSCANDO SE DEMORO MÁS DE UNA SEMANA EN SUBIRLO, ESTA CHAMA SI SABE DE FUTBOL. HAMBREZUELA SOLO IRA A UN MUNDIAL CUANDO HAGA MÉRITOS DEPORTIVOS, MÉRITOS CULTURALES, SOCIALES, HUMANOS O SEA* #NUNCAAAAAAA",negativo
Te tardaste en subir😂,negativo
"Y eso que Colombia jugó relajado, a media maquina",positivo
"Se te siente la impotencia vivida en el partido. Excelente tu trabajo. Eres de los pocas personas que no fue soberbia y reconoció con altura la victoria de Colombia... Stefany, un abrazo gigante",negativo
Un abrazo y que triste Venezuela tenía para ir al Repechaje ya llegará su Momento y felicidades a Bolivia saludos desde México,positivo
Soy feliz viendo esto jajaja,positivo
0:57 Soteldo tendría que haber marcado a Yerry Mina,negativo
Saludos desde Casanare Colombia.🤝🤝🤝 bien por esa reacción,positivo
"Verguenza mundial dice, jajajajajajajaja. A nadie le importa que le metan 6 a Venezuela. Se les olvida que era normal que los llenaran de goles siempre. Cenicientas eternas.",negativo
Ese día Luiz Suárez se hecho media de guaro antes del partido y activo el modo crack,positivo
"Jamás me alegraré x la tristeza del otro, Colombia ya ha estado ahí y hace 4 años con un gran equipo nos quedamos fuera y eso dolió",negativo
Me encanta tu trabajo.,positivo
Al final Bolivia robó ese repechaje jugando en el Everest.,positivo
Saludos desde Colombia 🎉🎉 princesa,positivo
"La chica es espontánea,grosera pero hermosa y encantadora",negativo
Excelente video chica,positivo
Quien es soteldo. un chistorete 🤣🤣,positivo
Esta pelada es la unica de creadores de contenido q estuvo a la altura respetando al rival lo q no hacen muchos junto con periodistas e hinchas q insultan y mal hablados . Deben empezar a el cambio por ahi mas humildad .,positivo
"La aficionada con comentarios mas acertados de todos los que he visto. Stefany, eres maravillosa...Lo sentimos, pero tu brillas...",positivo
Un bañito de Humildad porque nos subestimaron! Venezuela no genera vergüenza mundial porque no están considerados como equipo competitivo! Tienen que ser mas humildes y trabajar mejor. Un abrazo y porfavor sean mejores hermanos como Ecuador o Perú,negativo
"dices que ""si sabias"", pero si sabias que iban a perder 3 a 6 por que celebro los de venezuela jajajajajaajajajajjajajajaja",negativo
".... Soy Colombiano,  pero eres Genuina y casi que comparto tu sufrimiento viendo a  tu Vinotinto  ....  El Futbol es cruel cuando realmente lo vives  ... un Abrazo solidario Stefany☺",positivo
"Torci muito para a Venezuela, mas o Brasil fez o favor de conseguir perder para a Bolívia",positivo
Linda reacción....,negativo
"Cariño ,ven para acá y vuélvete  FANS de la selección  COLOMBIA...",positivo
Ya te habías tardado en hacer la reacción del partido yo creía que era por pena de ser eliminados del mundial,negativo
Lo de Venezuela es otro deporte no insistan3 6😅😅😅😅😅😅😅😅😅,negativo
"Te demoraste en subir la reacción, te choco  demasiado😢",negativo
"Stefany vos sos estupenda, ánimo que vendrán tiempos mejoras para el fútbol venezolano, un abrazo Dios te bendiga y seguir alentando a la Vinotinto",positivo
"De verdad como me parte el alma como colombiano que soy, ver cómo mis hermanos venezolanos siguen sufriendo. Merecen ser felices, merecen pasar y tener su mundial. A mí sí me da tristeza como están ilusionados y contentos; para luego terminar tristes de nuevo. Fuerza mis hermanos. 😢",positivo
"excelente video, saludos tefa",neutral
"Muy cierto, Venezuela no merecía ir al mundial",negativo
Soy de Bolivia y realmente crei q estabamos eliminados. Pero colombia nos dio una mano o bueno 6 manos jjj😎,positivo
Soy de Colombia y se por lo que estas pasando asi lo sufro yo cuando Colombia juega asi yo era uno de los que quería que Venezuela fuera al mundial por primera vez ojalá sea para la próxima,negativo
"Que niña tan bella, mucho gusto, un abrazo de oso desde Colombia!!! En la buena para el próximo 🌎 clasifican, ánimo MK, nosotros lloramos hace 3 años, ánimo!!! Caer y levantarse",positivo
Eres muy linda y haces comentarios realistas y honestos. Sigue subiendo más videos.,positivo
